id,template_id,day_number,task_title,task_description,task_type,sort_order,is_active,is_deleted,created_at,updated_at,created_by,updated_by
90827ab9-074b-4f8f-85e1-25e665b8417e,e81d77a0-0103-4c12-a167-9bf461d3fa03,5,दिन 5 टॉपिक: आवर्त सारणी और आवर्ती रुझान,आज का MCQ टेस्ट इसी टॉपिक 'आवर्त सारणी और आवर्ती रुझान' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
defe5bb1-6e69-4c53-baf3-e393391e3125,e81d77a0-0103-4c12-a167-9bf461d3fa03,6,दिन 6 टॉपिक: आयनिक और सहसंयोजक आबंधन,आज का MCQ टेस्ट इसी टॉपिक 'आयनिक और सहसंयोजक आबंधन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
374fa254-e11f-4a65-a4c2-882e2fd23d02,e81d77a0-0103-4c12-a167-9bf461d3fa03,7,दिन 7 टॉपिक: VSEPR सिद्धांत और संकरण,आज का MCQ टेस्ट इसी टॉपिक 'VSEPR सिद्धांत और संकरण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
250f0e68-de31-4f05-9c28-3f40145f4e84,e81d77a0-0103-4c12-a167-9bf461d3fa03,8,दिन 8 टॉपिक: आणविक कक्षक सिद्धांत और हाइड्रोजन आबंधन,आज का MCQ टेस्ट इसी टॉपिक 'आणविक कक्षक सिद्धांत और हाइड्रोजन आबंधन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ddc6f107-b42e-4f6b-8895-16f0bf0b6e84,e81d77a0-0103-4c12-a167-9bf461d3fa03,9,दिन 9 टॉपिक: आदर्श गैस नियम और डाल्टन का नियम,आज का MCQ टेस्ट इसी टॉपिक 'आदर्श गैस नियम और डाल्टन का नियम' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
12605d08-b820-4662-a796-16d76424ca4b,e81d77a0-0103-4c12-a167-9bf461d3fa03,10,दिन 10 टॉपिक: ऊष्मागतिकी का प्रथम नियम और एन्थैल्पी,आज का MCQ टेस्ट इसी टॉपिक 'ऊष्मागतिकी का प्रथम नियम और एन्थैल्पी' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9fbe9bc4-7b11-4f1b-90de-8fc18048013c,e81d77a0-0103-4c12-a167-9bf461d3fa03,11,दिन 11 टॉपिक: एन्ट्रॉपी और गिब्ज मुक्त ऊर्जा,आज का MCQ टेस्ट इसी टॉपिक 'एन्ट्रॉपी और गिब्ज मुक्त ऊर्जा' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
d36a9518-4b0c-4390-911a-4e53a2f0ad0e,e81d77a0-0103-4c12-a167-9bf461d3fa03,12,दिन 12 टॉपिक: द्रव्य अनुपाती क्रिया का नियम और साम्यावस्था स्थिरांक,आज का MCQ टेस्ट इसी टॉपिक 'द्रव्य अनुपाती क्रिया का नियम और साम्यावस्था स्थिरांक' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a8727bd6-55bf-4a75-a9a9-c76786ac2a8d,e81d77a0-0103-4c12-a167-9bf461d3fa03,13,दिन 13 टॉपिक: ली-शातेलिए का सिद्धांत,आज का MCQ टेस्ट इसी टॉपिक 'ली-शातेलिए का सिद्धांत' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0f471e4e-7c27-4fa0-8b4a-87ef5504c225,e81d77a0-0103-4c12-a167-9bf461d3fa03,14,दिन 14 टॉपिक: pH पैमाना और बफर विलयन,आज का MCQ टेस्ट इसी टॉपिक 'pH पैमाना और बफर विलयन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
23aed6b6-ba53-4276-a677-3409a6a7f919,e81d77a0-0103-4c12-a167-9bf461d3fa03,15,दिन 15 टॉपिक: विलेयता गुणनफल और लवण जलअपघटन,आज का MCQ टेस्ट इसी टॉपिक 'विलेयता गुणनफल और लवण जलअपघटन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
f40fee45-4c68-4088-9d71-63e7637572dc,e81d77a0-0103-4c12-a167-9bf461d3fa03,16,दिन 16 टॉपिक: ऑक्सीकरण और अपचयन (रेडॉक्स अभिक्रियाएं),आज का MCQ टेस्ट इसी टॉपिक 'ऑक्सीकरण और अपचयन (रेडॉक्स अभिक्रियाएं)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c0c80fb2-578e-4473-bd11-addc871e4738,e81d77a0-0103-4c12-a167-9bf461d3fa03,17,दिन 17 टॉपिक: रेडॉक्स अभिक्रियाओं को संतुलित करना,आज का MCQ टेस्ट इसी टॉपिक 'रेडॉक्स अभिक्रियाओं को संतुलित करना' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
1ebe56b6-b3bf-447d-b6bc-2679922e77aa,e81d77a0-0103-4c12-a167-9bf461d3fa03,18,दिन 18 टॉपिक: कार्बनिक यौगिकों का नामकरण (IUPAC),आज का MCQ टेस्ट इसी टॉपिक 'कार्बनिक यौगिकों का नामकरण (IUPAC)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e41e279e-b9cd-4d34-86e4-a9a3859483f1,e81d77a0-0103-4c12-a167-9bf461d3fa03,19,दिन 19 टॉपिक: कार्बनिक रसायन में समावयवता,आज का MCQ टेस्ट इसी टॉपिक 'कार्बनिक रसायन में समावयवता' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
f26241fb-aae3-4e40-8a8d-b56c0ecfd03a,e81d77a0-0103-4c12-a167-9bf461d3fa03,20,दिन 20 टॉपिक: प्रेरणिक प्रभाव और अनुनाद,आज का MCQ टेस्ट इसी टॉपिक 'प्रेरणिक प्रभाव और अनुनाद' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b4d9d8eb-c862-4094-ba04-2b0337d45d4d,e81d77a0-0104-4c12-a167-9bf461d3fa04,1,दिन 1 टॉपिक: ठोस अवस्था,आज का MCQ टेस्ट इसी टॉपिक 'ठोस अवस्था' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e79f4118-00ad-4de4-b5b4-352bbe289476,e81d77a0-0104-4c12-a167-9bf461d3fa04,2,दिन 2 टॉपिक: विलयन और वाष्प दाब,आज का MCQ टेस्ट इसी टॉपिक 'विलयन और वाष्प दाब' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4df7742e-7bd8-4770-a3a5-ae296d6e5cd3,e81d77a0-0104-4c12-a167-9bf461d3fa04,3,दिन 3 टॉपिक: अणुसंख्यक गुणधर्म,आज का MCQ टेस्ट इसी टॉपिक 'अणुसंख्यक गुणधर्म' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
11e43d1a-7be7-4852-8598-c5f23e9a6491,e81d77a0-0104-4c12-a167-9bf461d3fa04,4,दिन 4 टॉपिक: विद्युत रसायन और नेर्नस्ट समीकरण,आज का MCQ टेस्ट इसी टॉपिक 'विद्युत रसायन और नेर्नस्ट समीकरण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4caaf23d-4b2d-419a-bb43-72b4927329b3,e81d77a0-0104-4c12-a167-9bf461d3fa04,5,दिन 5 टॉपिक: फैराडे के नियम और विद्युत चालकता,आज का MCQ टेस्ट इसी टॉपिक 'फैराडे के नियम और विद्युत चालकता' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
6306a8d2-d8f9-4008-b66a-2db4772ba5fc,e81d77a0-0104-4c12-a167-9bf461d3fa04,6,दिन 6 टॉपिक: रासायनिक बलगतिकी और अभिक्रिया की कोटि,आज का MCQ टेस्ट इसी टॉपिक 'रासायनिक बलगतिकी और अभिक्रिया की कोटि' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
bd03c06b-c8f6-4c45-b0cd-d4b256acc8b8,e81d77a0-0104-4c12-a167-9bf461d3fa04,7,दिन 7 टॉपिक: आरहेनियस समीकरण और सक्रियण ऊर्जा,आज का MCQ टेस्ट इसी टॉपिक 'आरहेनियस समीकरण और सक्रियण ऊर्जा' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8feecbdd-6a3c-41aa-b5a5-700f7daf0d13,e81d77a0-0104-4c12-a167-9bf461d3fa04,8,दिन 8 टॉपिक: सतह रसायन (अधिशोषण और कोलाइड),आज का MCQ टेस्ट इसी टॉपिक 'सतह रसायन (अधिशोषण और कोलाइड)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
899032a2-b776-42fb-be33-de581fe78052,e81d77a0-0104-4c12-a167-9bf461d3fa04,9,दिन 9 टॉपिक: धातु कर्म के सिद्धांत,आज का MCQ टेस्ट इसी टॉपिक 'धातु कर्म के सिद्धांत' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
242fe66c-06ca-46ba-8170-ffda1f06d78d,e81d77a0-0104-4c12-a167-9bf461d3fa04,10,दिन 10 टॉपिक: p-ब्लॉक के तत्व,आज का MCQ टेस्ट इसी टॉपिक 'p-ब्लॉक के तत्व' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c07ffd08-8885-443d-83ef-959135661324,e81d77a0-0104-4c12-a167-9bf461d3fa04,11,दिन 11 टॉपिक: संक्रमण तत्व (d और f ब्लॉक),आज का MCQ टेस्ट इसी टॉपिक 'संक्रमण तत्व (d और f ब्लॉक)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ba05e62d-f94f-4e72-a389-a0faf677b124,e81d77a0-0104-4c12-a167-9bf461d3fa04,12,दिन 12 टॉपिक: उपसहसंयोजक यौगिक,आज का MCQ टेस्ट इसी टॉपिक 'उपसहसंयोजक यौगिक' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
95e946d1-a1ce-4893-825b-14a27c1e01b9,e81d77a0-0104-4c12-a167-9bf461d3fa04,13,दिन 13 टॉपिक: संयोजकता आबंध और क्रिस्टल क्षेत्र सिद्धांत,आज का MCQ टेस्ट इसी टॉपिक 'संयोजकता आबंध और क्रिस्टल क्षेत्र सिद्धांत' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
fa8cc4d9-864e-40bd-911d-28467fb711dd,e81d77a0-0104-4c12-a167-9bf461d3fa04,14,दिन 14 टॉपिक: हैलोएल्केन और हैलोएरीन,आज का MCQ टेस्ट इसी टॉपिक 'हैलोएल्केन और हैलोएरीन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
04602bf7-5769-4025-9668-ad8de05e1c14,e81d77a0-0104-4c12-a167-9bf461d3fa04,15,"दिन 15 टॉपिक: अल्कोहल, फिनोल और ईथर","आज का MCQ टेस्ट इसी टॉपिक 'अल्कोहल, फिनोल और ईथर' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
eafd4acf-e7be-4acd-8ead-f657be9c8379,e81d77a0-0104-4c12-a167-9bf461d3fa04,16,दिन 16 टॉपिक: एल्डिहाइड और कीटोन,आज का MCQ टेस्ट इसी टॉपिक 'एल्डिहाइड और कीटोन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8c1780b9-a63f-4df8-8655-8965ba66baf0,e81d77a0-0104-4c12-a167-9bf461d3fa04,17,दिन 17 टॉपिक: कार्बोक्सिलिक अम्ल और एमीन,आज का MCQ टेस्ट इसी टॉपिक 'कार्बोक्सिलिक अम्ल और एमीन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
12767702-2aaf-4520-bde1-8a237c0427e7,e81d77a0-0104-4c12-a167-9bf461d3fa04,18,दिन 18 टॉपिक: जैव अणु और ग्लूकोज संरचना,आज का MCQ टेस्ट इसी टॉपिक 'जैव अणु और ग्लूकोज संरचना' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
88d013fa-ccdf-4995-ae86-99da3935884d,e81d77a0-0104-4c12-a167-9bf461d3fa04,19,"दिन 19 टॉपिक: प्रोटीन, अमीनो अम्ल और न्यूक्लिक अम्ल","आज का MCQ टेस्ट इसी टॉपिक 'प्रोटीन, अमीनो अम्ल और न्यूक्लिक अम्ल' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7436287e-81bf-4f12-9d44-9316ed5f6230,e81d77a0-0104-4c12-a167-9bf461d3fa04,20,दिन 20 टॉपिक: बहुलक और दैनिक जीवन में रसायन,आज का MCQ टेस्ट इसी टॉपिक 'बहुलक और दैनिक जीवन में रसायन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b9b855ca-7906-4a8a-a440-a5d009ef43b1,e81d77a0-0105-4c12-a167-9bf461d3fa05,1,"दिन 1 टॉपिक: समुच्चय, उपसमुच्चय और घात समुच्चय","आज का MCQ टेस्ट इसी टॉपिक 'समुच्चय, उपसमुच्चय और घात समुच्चय' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ac81160a-d0e9-40bb-b188-e7a9e5345c3b,e81d77a0-0105-4c12-a167-9bf461d3fa05,2,दिन 2 टॉपिक: संबंध और फलन,आज का MCQ टेस्ट इसी टॉपिक 'संबंध और फलन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
f48922c3-d4f5-498a-97cd-f0bc95b990eb,e81d77a0-0105-4c12-a167-9bf461d3fa05,3,दिन 3 टॉपिक: त्रिकोणमितीय फलन और सर्वसमिकाएं,आज का MCQ टेस्ट इसी टॉपिक 'त्रिकोणमितीय फलन और सर्वसमिकाएं' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
dc6ae49c-e60b-4f7a-afc7-74bafaa07ace,e81d77a0-0105-4c12-a167-9bf461d3fa05,4,दिन 4 टॉपिक: गणितीय आगमन का सिद्धांत,आज का MCQ टेस्ट इसी टॉपिक 'गणितीय आगमन का सिद्धांत' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c565c395-c5a4-4d80-bd6d-728035d98f40,e81d77a0-0105-4c12-a167-9bf461d3fa05,5,दिन 5 टॉपिक: सम्मिश्र संख्याएं और द्विघात समीकरण,आज का MCQ टेस्ट इसी टॉपिक 'सम्मिश्र संख्याएं और द्विघात समीकरण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
07cb4802-2e6d-461b-8cca-183e0ffa4a8b,e81d77a0-0105-4c12-a167-9bf461d3fa05,6,दिन 6 टॉपिक: रैखिक असमिकाएं,आज का MCQ टेस्ट इसी टॉपिक 'रैखिक असमिकाएं' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
dddb19cf-4903-4cdd-a04d-037dd8e6cca5,e81d77a0-0105-4c12-a167-9bf461d3fa05,7,दिन 7 टॉपिक: क्रमचय,आज का MCQ टेस्ट इसी टॉपिक 'क्रमचय' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3c49edf5-cb73-4da6-b490-68e328240bac,e81d77a0-0105-4c12-a167-9bf461d3fa05,8,दिन 8 टॉपिक: संचय,आज का MCQ टेस्ट इसी टॉपिक 'संचय' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5a56000f-f906-4625-a270-3f2370d7d092,e81d77a0-0105-4c12-a167-9bf461d3fa05,9,दिन 9 टॉपिक: द्विपद प्रमेय और व्यापक पद,आज का MCQ टेस्ट इसी टॉपिक 'द्विपद प्रमेय और व्यापक पद' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
ab0ec17d-5727-43fa-9afa-fa031f9d0042,e81d77a0-0105-4c12-a167-9bf461d3fa05,10,दिन 10 टॉपिक: समांतर श्रेणी (AP),आज का MCQ टेस्ट इसी टॉपिक 'समांतर श्रेणी (AP)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
87be06dc-ad54-47d5-9d40-6fe553410345,e81d77a0-0105-4c12-a167-9bf461d3fa05,11,दिन 11 टॉपिक: गुणोत्तर श्रेणी (GP),आज का MCQ टेस्ट इसी टॉपिक 'गुणोत्तर श्रेणी (GP)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9a3d030b-f91c-4468-8875-69b34b54babc,e81d77a0-0105-4c12-a167-9bf461d3fa05,12,दिन 12 टॉपिक: सरल रेखाएं और रेखा की ढाल,आज का MCQ टेस्ट इसी टॉपिक 'सरल रेखाएं और रेखा की ढाल' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e364073c-27a7-48a4-b63b-5bc8d999b8ba,e81d77a0-0105-4c12-a167-9bf461d3fa05,13,दिन 13 टॉपिक: शंकु परिच्छेद (वृत्त और परवलय),आज का MCQ टेस्ट इसी टॉपिक 'शंकु परिच्छेद (वृत्त और परवलय)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5aa85a8d-cbfe-4063-ae3f-8badbebd9f5b,e81d77a0-0105-4c12-a167-9bf461d3fa05,14,दिन 14 टॉपिक: शंकु परिच्छेद (दीर्घवृत्त और अतिपरवलय),आज का MCQ टेस्ट इसी टॉपिक 'शंकु परिच्छेद (दीर्घवृत्त और अतिपरवलय)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a271277b-3c88-4846-b9db-b30603ee427e,e81d77a0-0105-4c12-a167-9bf461d3fa05,15,दिन 15 टॉपिक: त्रिविमीय निर्देशांक ज्यामिति,आज का MCQ टेस्ट इसी टॉपिक 'त्रिविमीय निर्देशांक ज्यामिति' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
67c63dcc-1cc3-46a4-a3c4-4d878c935eb9,e81d77a0-0105-4c12-a167-9bf461d3fa05,16,दिन 16 टॉपिक: फलनों की सीमाएं,आज का MCQ टेस्ट इसी टॉपिक 'फलनों की सीमाएं' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c16386a5-f1d2-42db-b47e-31ec573808e9,e81d77a0-0105-4c12-a167-9bf461d3fa05,17,दिन 17 टॉपिक: फलनों के अवकलज,आज का MCQ टेस्ट इसी टॉपिक 'फलनों के अवकलज' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7cc6334a-c605-475c-b905-cc23c33282af,e81d77a0-0105-4c12-a167-9bf461d3fa05,18,दिन 18 टॉपिक: गणितीय विवेचन,आज का MCQ टेस्ट इसी टॉपिक 'गणितीय विवेचन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3a8a1376-0ede-4279-bad1-28dc63c720a2,e81d77a0-0105-4c12-a167-9bf461d3fa05,19,दिन 19 टॉपिक: सांख्यिकी (प्रसरण),आज का MCQ टेस्ट इसी टॉपिक 'सांख्यिकी (प्रसरण)' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e7ea4814-a527-4290-b5e0-ddff8ba3a9c5,e81d77a0-0105-4c12-a167-9bf461d3fa05,20,दिन 20 टॉपिक: प्रायिकता,आज का MCQ टेस्ट इसी टॉपिक 'प्रायिकता' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2236251f-790d-46a9-85df-ec29581dc65b,e81d77a0-0106-4c12-a167-9bf461d3fa06,1,दिन 1 टॉपिक: संबंध और फलन,आज का MCQ टेस्ट इसी टॉपिक 'संबंध और फलन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
1b86d11d-9e41-4f00-80b6-4743390dde1b,e81d77a0-0106-4c12-a167-9bf461d3fa06,2,दिन 2 टॉपिक: प्रतिलोम त्रिकोणमितीय फलन,आज का MCQ टेस्ट इसी टॉपिक 'प्रतिलोम त्रिकोणमितीय फलन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
